/etc/modprobe.d/|f|/etc/modprobe.d/.noid-aide-coverage-probe
/etc/udev/rules.d|f|/etc/udev/rules.d/.noid-aide-coverage-probe
/etc/dracut.conf.d/|f|/etc/dracut.conf.d/.noid-aide-coverage-probe
/etc/firewalld/|f|/etc/firewalld/.noid-aide-coverage-probe
/etc/NetworkManager/conf.d|f|/etc/NetworkManager/conf.d/.noid-aide-coverage-probe
/etc/NetworkManager/dispatcher.d|f|/etc/NetworkManager/dispatcher.d/.noid-aide-coverage-probe
/etc/nftables|f|/etc/nftables/.noid-aide-coverage-probe
/etc/sysctl.d/|f|/etc/sysctl.d/.noid-aide-coverage-probe
/etc/dconf|f|/etc/dconf/.noid-aide-coverage-probe
/etc/dbus-1/session.d|f|/etc/dbus-1/session.d/.noid-aide-coverage-probe
/etc/systemd/resolved.conf.d|f|/etc/systemd/resolved.conf.d/.noid-aide-coverage-probe
/etc/systemd/coredump.conf.d|f|/etc/systemd/coredump.conf.d/.noid-aide-coverage-probe
/etc/systemd/logind.conf.d|f|/etc/systemd/logind.conf.d/.noid-aide-coverage-probe
/etc/systemd/system/|f|/etc/systemd/system/.noid-aide-coverage-probe
/etc/systemd/system.control|f|/etc/systemd/system.control/.noid-aide-coverage-probe
/etc/systemd/user|f|/etc/systemd/user/.noid-aide-coverage-probe
=/etc/chrony.conf|f|/etc/chrony.conf
/etc/ssh/ssh_config.d|f|/etc/ssh/ssh_config.d/.noid-aide-coverage-probe
/etc/ssh/sshd_config.d|f|/etc/ssh/sshd_config.d/.noid-aide-coverage-probe
=/etc/security/pam_env-sudo.conf|f|/etc/security/pam_env-sudo.conf
/etc/sudoers.d/48-noid-gnome-software-quit|f|/etc/sudoers.d/48-noid-gnome-software-quit
/etc/sudoers.d/90-noid-boot-mutation-fd|f|/etc/sudoers.d/90-noid-boot-mutation-fd
=/etc/sudoers.d/91-noid-aide-status|f|/etc/sudoers.d/91-noid-aide-status
/etc/audit/|f|/etc/audit/.noid-aide-coverage-probe
/etc/usbguard/|f|/etc/usbguard/.noid-aide-coverage-probe
/etc/tmpfiles.d/|f|/etc/tmpfiles.d/.noid-aide-coverage-probe
/etc/dnf/libdnf5-plugins/actions.d|f|/etc/dnf/libdnf5-plugins/actions.d/.noid-aide-coverage-probe
/etc/codex|f|/etc/codex/.noid-aide-coverage-probe
/etc/environment.d|f|/etc/environment.d/.noid-aide-coverage-probe
/etc/wireplumber/wireplumber.conf.d|f|/etc/wireplumber/wireplumber.conf.d/.noid-aide-coverage-probe
/usr/libexec/noid-mei-kt-enforce|f|/usr/libexec/noid-mei-kt-enforce
/usr/libexec/noid-platform-policy-sha256|f|/usr/libexec/noid-platform-policy-sha256
/usr/libexec/noid-update-lock-guardian|f|/usr/libexec/noid-update-lock-guardian
/usr/libexec/noid-update-window-active|f|/usr/libexec/noid-update-window-active
/usr/libexec/noid-boot-mutation-guard|f|/usr/libexec/noid-boot-mutation-guard
/usr/libexec/noid-dracut-regenerate-all|f|/usr/libexec/noid-dracut-regenerate-all
/usr/libexec/noid-dracut-hostonly-configure|f|/usr/libexec/noid-dracut-hostonly-configure
/usr/libexec/noid-mark-hostonly-boot-success|f|/usr/libexec/noid-mark-hostonly-boot-success
/usr/libexec/noid-gsk-hybrid-match|f|/usr/libexec/noid-gsk-hybrid-match
/usr/libexec/noid-gsk-session-environment|f|/usr/libexec/noid-gsk-session-environment
/usr/libexec/noid-codium-launch|f|/usr/libexec/noid-codium-launch
/usr/libexec/noid-vscodium-repo-key-seed|f|/usr/libexec/noid-vscodium-repo-key-seed
=/usr/libexec/noid-aide-status|f|/usr/libexec/noid-aide-status
/usr/lib/systemd/user-environment-generators/55-noid-gsk-renderer|f|/usr/lib/systemd/user-environment-generators/55-noid-gsk-renderer
/usr/lib/systemd/user/noid-hostonly-boot-success.path|f|/usr/lib/systemd/user/noid-hostonly-boot-success.path
/usr/lib/systemd/user/noid-hostonly-boot-success.service|f|/usr/lib/systemd/user/noid-hostonly-boot-success.service
/usr/lib/systemd/user/noid-gsk-session-environment.service|f|/usr/lib/systemd/user/noid-gsk-session-environment.service
/usr/lib/tmpfiles.d/noid-boot-mutation-lock.conf|f|/usr/lib/tmpfiles.d/noid-boot-mutation-lock.conf
/usr/lib/tmpfiles.d/noid-identity-bls-refresh.conf|f|/usr/lib/tmpfiles.d/noid-identity-bls-refresh.conf
=/usr/lib/tmpfiles.d/noid-aide-lock.conf|f|/usr/lib/tmpfiles.d/noid-aide-lock.conf
/usr/local/sbin/noid-restore-identity|f|/usr/local/sbin/noid-restore-identity
/usr/local/sbin/noid-gnome-software-backend-stop|f|/usr/local/sbin/noid-gnome-software-backend-stop
/usr/local/sbin/noid-gnome-software-launcher-sync|f|/usr/local/sbin/noid-gnome-software-launcher-sync
/usr/local/sbin/noid-codium-launcher-sync|f|/usr/local/sbin/noid-codium-launcher-sync
/usr/local/sbin/noid-verify-gnome-privacy-contract|f|/usr/local/sbin/noid-verify-gnome-privacy-contract
/usr/local/sbin/noid-lan-xdp|f|/usr/local/sbin/noid-lan-xdp
/usr/local/sbin/noid-wireguard-mtu-reconcile|f|/usr/local/sbin/noid-wireguard-mtu-reconcile
/usr/local/bin/gnome-software|f|/usr/local/bin/gnome-software
/usr/local/bin/noid-gnome-software-quit|f|/usr/local/bin/noid-gnome-software-quit
/usr/local/bin/noid-gnome-software-rpm|f|/usr/local/bin/noid-gnome-software-rpm
/usr/local/bin/noid-lan-xdp-notify|f|/usr/local/bin/noid-lan-xdp-notify
/usr/local/bin/noid-toggle-gsk-gl|f|/usr/local/bin/noid-toggle-gsk-gl
/usr/local/bin/noid-toggle-microphone|f|/usr/local/bin/noid-toggle-microphone
/usr/local/bin/noid-host-identity|f|/usr/local/bin/noid-host-identity
/usr/local/libexec/noid-gnome-privacy-cleanup|f|/usr/local/libexec/noid-gnome-privacy-cleanup
/usr/local/libexec/noid-wan-strict-endpoints|f|/usr/local/libexec/noid-wan-strict-endpoints
/usr/local/share/dbus-1/services|f|/usr/local/share/dbus-1/services/.noid-aide-coverage-probe
/usr/local/share/applications|f|/usr/local/share/applications/.noid-aide-coverage-probe
/usr/local/share/wireplumber/scripts|f|/usr/local/share/wireplumber/scripts/.noid-aide-coverage-probe
/usr/lib/noid-privacy/noid-lan-xdp.bpf.o|f|/usr/lib/noid-privacy/noid-lan-xdp.bpf.o
=/usr/lib/noid-privacy/noid_ui.py|f|/usr/lib/noid-privacy/noid_ui.py
/etc/xdg/autostart/noid-lan-xdp-health.desktop|f|/etc/xdg/autostart/noid-lan-xdp-health.desktop
=/usr/lib/noid-privacy/aide-secure-paths.tsv|f|/usr/lib/noid-privacy/aide-secure-paths.tsv
